hidden numbering,Frequency Rank,Complexity,Word,Romanised,품사,Classification,Hanja/Ref.,English,,Wiktionary Link,,Wordreference Link,Note,,,
3781,4463,C,정치학,jeongchihak,명,noun,政治學,Political science,https://en.wiktionary.org/wiki/정치학,https://en.wiktionary.org/wiki/정치학,https://www.wordreference.com/koen/정치학,https://www.wordreference.com/koen/정치학,,,,
3782,4464,B,좌석,jwaseok,명,noun,座席,A seat,https://en.wiktionary.org/wiki/좌석,https://en.wiktionary.org/wiki/좌석,https://www.wordreference.com/koen/좌석,https://www.wordreference.com/koen/좌석,,,,
3783,4467,C,주문,jumun,명,noun,注文,"An order, a request",https://en.wiktionary.org/wiki/주문,https://en.wiktionary.org/wiki/주문,https://www.wordreference.com/koen/주문,https://www.wordreference.com/koen/주문,,,,
3784,4468,C,집안일,jibanil,명,noun,,Housework,https://en.wiktionary.org/wiki/집안일,https://en.wiktionary.org/wiki/집안일,https://www.wordreference.com/koen/집안일,https://www.wordreference.com/koen/집안일,,,,
3785,4469,C,체계적,chegyejeok,명,noun,體系的,"Systematic, organizational",https://en.wiktionary.org/wiki/체계적,https://en.wiktionary.org/wiki/체계적,https://www.wordreference.com/koen/체계적,https://www.wordreference.com/koen/체계적,,,,
3786,4470,B,출근,chulgeun,명,noun,出勤,Going to work,https://en.wiktionary.org/wiki/출근,https://en.wiktionary.org/wiki/출근,https://www.wordreference.com/koen/출근,https://www.wordreference.com/koen/출근,,,,
3787,4471,C,크림,keurim,명,noun,cream,Cream,https://en.wiktionary.org/wiki/크림,https://en.wiktionary.org/wiki/크림,https://www.wordreference.com/koen/크림,https://www.wordreference.com/koen/크림,,,,
3788,4472,C,탁월하다,tagwolhada,형,adjective,卓越-,"Be excellent, prominished",https://en.wiktionary.org/wiki/탁월하다,https://en.wiktionary.org/wiki/탁월하다,https://www.wordreference.com/koen/탁월하다,https://www.wordreference.com/koen/탁월하다,,,,
3789,4473,C,텅,teong,부,adverb,~비다,Hollow,https://en.wiktionary.org/wiki/텅,https://en.wiktionary.org/wiki/텅,https://www.wordreference.com/koen/텅,https://www.wordreference.com/koen/텅,,,,
3790,4474,C,토하다,tohada,동,verb,吐-,To vomit,https://en.wiktionary.org/wiki/토하다,https://en.wiktionary.org/wiki/토하다,https://www.wordreference.com/koen/토하다,https://www.wordreference.com/koen/토하다,,,,
3791,4478,B,푹,puk,부,adverb,,"Completely, entirely",https://en.wiktionary.org/wiki/푹,https://en.wiktionary.org/wiki/푹,https://www.wordreference.com/koen/푹,https://www.wordreference.com/koen/푹,,,,
3792,4479,C,한순간,hansungan,명,noun,-瞬間,One fleeting moment,https://en.wiktionary.org/wiki/한순간,https://en.wiktionary.org/wiki/한순간,https://www.wordreference.com/koen/한순간,https://www.wordreference.com/koen/한순간,,,,
3793,4483,C,가사,gasa,명,noun,歌詞,Words or lyrics,https://en.wiktionary.org/wiki/가사,https://en.wiktionary.org/wiki/가사,https://www.wordreference.com/koen/가사,https://www.wordreference.com/koen/가사,,,,
3794,4484,C,가입자,gaipja,명,noun,加入者,Member or subscriber,https://en.wiktionary.org/wiki/가입자,https://en.wiktionary.org/wiki/가입자,https://www.wordreference.com/koen/가입자,https://www.wordreference.com/koen/가입자,,,,
3795,4485,C,감소하다,gamsohada,동,verb,減少-,To reduce or diminish,https://en.wiktionary.org/wiki/감소하다,https://en.wiktionary.org/wiki/감소하다,https://www.wordreference.com/koen/감소하다,https://www.wordreference.com/koen/감소하다,,,,
3796,4486,B,개구리,gaeguri,명,noun,,Frog,https://en.wiktionary.org/wiki/개구리,https://en.wiktionary.org/wiki/개구리,https://www.wordreference.com/koen/개구리,https://www.wordreference.com/koen/개구리,,,,
3797,4487,C,결과적,gyeolgwajeok,명,noun,結果的,Resultative,https://en.wiktionary.org/wiki/결과적,https://en.wiktionary.org/wiki/결과적,https://www.wordreference.com/koen/결과적,https://www.wordreference.com/koen/결과적,,,,
3798,4489,C,괴롭히다,goerophida,동,verb,,Afflict or worry,https://en.wiktionary.org/wiki/괴롭히다,https://en.wiktionary.org/wiki/괴롭히다,https://www.wordreference.com/koen/괴롭히다,https://www.wordreference.com/koen/괴롭히다,,,,
3799,4490,C,구별,gubyeol,명,noun,區別,A distinction or a separation,https://en.wiktionary.org/wiki/구별,https://en.wiktionary.org/wiki/구별,https://www.wordreference.com/koen/구별,https://www.wordreference.com/koen/구별,,,,
3800,4495,C,깨우다,kkaeuda,동,verb,,To wake up or awaken,https://en.wiktionary.org/wiki/깨우다,https://en.wiktionary.org/wiki/깨우다,https://www.wordreference.com/koen/깨우다,https://www.wordreference.com/koen/깨우다,,,,
3801,4496,C,끈,kkeun,명,noun,,A string or a cord,https://en.wiktionary.org/wiki/끈,https://en.wiktionary.org/wiki/끈,https://www.wordreference.com/koen/끈,https://www.wordreference.com/koen/끈,,,,
3802,4497,C,끊기다,kkeunhgida,동,verb,,To be cut off or severed,https://en.wiktionary.org/wiki/끊기다,https://en.wiktionary.org/wiki/끊기다,https://www.wordreference.com/koen/끊기다,https://www.wordreference.com/koen/끊기다,,,,
3803,4498,C,끊임없다,kkeunhimeopsda,형,adjective,,To not end,https://en.wiktionary.org/wiki/끊임없다,https://en.wiktionary.org/wiki/끊임없다,https://www.wordreference.com/koen/끊임없다,https://www.wordreference.com/koen/끊임없다,,,,
3804,4500,C,넉넉하다,neokneokhada,형,adjective,,To be enough,https://en.wiktionary.org/wiki/넉넉하다,https://en.wiktionary.org/wiki/넉넉하다,https://www.wordreference.com/koen/넉넉하다,https://www.wordreference.com/koen/넉넉하다,,,,
3805,4503,B,동전,dongjeon,명,noun,銅錢,1. coin,https://en.wiktionary.org/wiki/동전,https://en.wiktionary.org/wiki/동전,https://www.wordreference.com/koen/동전,https://www.wordreference.com/koen/동전,,,,
3806,4505,C,두어,dueo,관,attributive,,"About two, a couple",https://en.wiktionary.org/wiki/두어,https://en.wiktionary.org/wiki/두어,https://www.wordreference.com/koen/두어,https://www.wordreference.com/koen/두어,,,,
3807,4508,C,마약,mayak,명,noun,痲藥,A drug,https://en.wiktionary.org/wiki/마약,https://en.wiktionary.org/wiki/마약,https://www.wordreference.com/koen/마약,https://www.wordreference.com/koen/마약,,,,
3808,4512,C,밑바닥,mitbadak,명,noun,,"The bottom,base",https://en.wiktionary.org/wiki/밑바닥,https://en.wiktionary.org/wiki/밑바닥,https://www.wordreference.com/koen/밑바닥,https://www.wordreference.com/koen/밑바닥,,,,
3809,4514,C,보도되다,bododoeda,동,verb,報道-,To be reported,https://en.wiktionary.org/wiki/보도되다,https://en.wiktionary.org/wiki/보도되다,https://www.wordreference.com/koen/보도되다,https://www.wordreference.com/koen/보도되다,,,,
3810,4515,C,보리,bori,명,noun,,Barley,https://en.wiktionary.org/wiki/보리,https://en.wiktionary.org/wiki/보리,https://www.wordreference.com/koen/보리,https://www.wordreference.com/koen/보리,,,,
3811,4516,C,본부,bonbu,명,noun,本部,The headquarters,https://en.wiktionary.org/wiki/본부,https://en.wiktionary.org/wiki/본부,https://www.wordreference.com/koen/본부,https://www.wordreference.com/koen/본부,,,,
3812,4517,C,부,bu,명,noun,富,wealth,https://en.wiktionary.org/wiki/부,https://en.wiktionary.org/wiki/부,https://www.wordreference.com/koen/부,https://www.wordreference.com/koen/부,,,,
3813,4523,C,성숙하다,seongsukhada,동,verb,成熟-,"to ripen, to mature",https://en.wiktionary.org/wiki/성숙하다,https://en.wiktionary.org/wiki/성숙하다,https://www.wordreference.com/koen/성숙하다,https://www.wordreference.com/koen/성숙하다,,,,
3814,4524,C,소극적,sogeukjeok,명,noun,消極的,"Passivity,passiveness",https://en.wiktionary.org/wiki/소극적,https://en.wiktionary.org/wiki/소극적,https://www.wordreference.com/koen/소극적,https://www.wordreference.com/koen/소극적,,,,
3815,4525,C,소용,soyong,명,noun,所用,"use,usefulness",https://en.wiktionary.org/wiki/소용,https://en.wiktionary.org/wiki/소용,https://www.wordreference.com/koen/소용,https://www.wordreference.com/koen/소용,,,,
3816,4526,C,손질하다,sonjilhada,동,verb,,Handle with care,https://en.wiktionary.org/wiki/손질하다,https://en.wiktionary.org/wiki/손질하다,https://www.wordreference.com/koen/손질하다,https://www.wordreference.com/koen/손질하다,,,,
3817,4527,A,수건,sugeon,명,noun,手巾,Handkerchief,https://en.wiktionary.org/wiki/수건,https://en.wiktionary.org/wiki/수건,https://www.wordreference.com/koen/수건,https://www.wordreference.com/koen/수건,,,,
3818,4528,C,순식간,sunsikgan,명,noun,瞬息間,A brief instant,https://en.wiktionary.org/wiki/순식간,https://en.wiktionary.org/wiki/순식간,https://www.wordreference.com/koen/순식간,https://www.wordreference.com/koen/순식간,,,,
3819,4530,C,시도,sido,명,noun,試圖,"An attempt,test",https://en.wiktionary.org/wiki/시도,https://en.wiktionary.org/wiki/시도,https://www.wordreference.com/koen/시도,https://www.wordreference.com/koen/시도,,,,
3820,4532,C,시집,sijip,명,noun,詩集,collection of poems,https://en.wiktionary.org/wiki/시집,https://en.wiktionary.org/wiki/시집,https://www.wordreference.com/koen/시집,https://www.wordreference.com/koen/시집,,,,
3821,4533,C,아무개,amugae,대,pronoun,,Mr. so-and-so,https://en.wiktionary.org/wiki/아무개,https://en.wiktionary.org/wiki/아무개,https://www.wordreference.com/koen/아무개,https://www.wordreference.com/koen/아무개,,,,
3822,4534,C,약점,yakjeom,명,noun,弱點,"A weak point, a vulnerable point",https://en.wiktionary.org/wiki/약점,https://en.wiktionary.org/wiki/약점,https://www.wordreference.com/koen/약점,https://www.wordreference.com/koen/약점,,,,
3823,4535,A,양복,yangbok,명,noun,洋服,Western European style clothing,https://en.wiktionary.org/wiki/양복,https://en.wiktionary.org/wiki/양복,https://www.wordreference.com/koen/양복,https://www.wordreference.com/koen/양복,,,,
3824,4536,C,어째서,eojjaeseo,불,expression,어찌하여서,"For what reason, why is that",https://en.wiktionary.org/wiki/어째서,https://en.wiktionary.org/wiki/어째서,https://www.wordreference.com/koen/어째서,https://www.wordreference.com/koen/어째서,,,,
3825,4537,C,어쩌다,eojjeoda,부,adverb,,"By chance, accident",https://en.wiktionary.org/wiki/어쩌다,https://en.wiktionary.org/wiki/어쩌다,https://www.wordreference.com/koen/어쩌다,https://www.wordreference.com/koen/어쩌다,,,,
3826,4538,B,얼다,eolda,동,verb,,"Freeze, be frozen",https://en.wiktionary.org/wiki/얼다,https://en.wiktionary.org/wiki/얼다,https://www.wordreference.com/koen/얼다,https://www.wordreference.com/koen/얼다,,,,
3827,4539,B,녀,nyeo,명,noun,女,"A woman, a girl",https://en.wiktionary.org/wiki/여,https://en.wiktionary.org/wiki/여,https://www.wordreference.com/koen/여,https://www.wordreference.com/koen/여,alternative: 여,,,
3828,4540,C,연령,nyeollyeong,명,noun,年齡,"Age, years of age",https://en.wiktionary.org/wiki/연령,https://en.wiktionary.org/wiki/연령,https://www.wordreference.com/koen/연령,https://www.wordreference.com/koen/연령,연령,,,
3829,4541,C,예비,yebi,명,noun,豫備,"Preparation, reserve",https://en.wiktionary.org/wiki/예비,https://en.wiktionary.org/wiki/예비,https://www.wordreference.com/koen/예비,https://www.wordreference.com/koen/예비,,,,
3830,4542,C,울음소리,ureumsori,명,noun,,Sound of crying,https://en.wiktionary.org/wiki/울음소리,https://en.wiktionary.org/wiki/울음소리,https://www.wordreference.com/koen/울음소리,https://www.wordreference.com/koen/울음소리,,,,
3831,4543,C,이놈,inom,대,pronoun,,That rascal!,https://en.wiktionary.org/wiki/이놈,https://en.wiktionary.org/wiki/이놈,https://www.wordreference.com/koen/이놈,https://www.wordreference.com/koen/이놈,,,,
3832,4544,C,이력서,iryeokseo,명,noun,履歷書,"Curriculum vitae, a resume (for a job)",https://en.wiktionary.org/wiki/이력서,https://en.wiktionary.org/wiki/이력서,https://www.wordreference.com/koen/이력서,https://www.wordreference.com/koen/이력서,,,,
3833,4545,C,인정되다,injeongdoeda,동,verb,認定-,To be recognized,https://en.wiktionary.org/wiki/인정되다,https://en.wiktionary.org/wiki/인정되다,https://www.wordreference.com/koen/인정되다,https://www.wordreference.com/koen/인정되다,,,,
3834,4547,A,잠자다,jamjada,동,verb,,Fall asleep,https://en.wiktionary.org/wiki/잠자다,https://en.wiktionary.org/wiki/잠자다,https://www.wordreference.com/koen/잠자다,https://www.wordreference.com/koen/잠자다,,,,
3835,4550,A,젓가락,jeosgarak,명,noun,,A pair of chopsticks,https://en.wiktionary.org/wiki/젓가락,https://en.wiktionary.org/wiki/젓가락,https://www.wordreference.com/koen/젓가락,https://www.wordreference.com/koen/젓가락,,,,
3836,4553,C,주년,junyeon,의,noun,周年,One whole year,https://en.wiktionary.org/wiki/주년,https://en.wiktionary.org/wiki/주년,https://www.wordreference.com/koen/주년,https://www.wordreference.com/koen/주년,,,,
3837,4554,C,중단하다,jungdanhada,동,verb,中斷-,"To interrupt, to stop",https://en.wiktionary.org/wiki/중단하다,https://en.wiktionary.org/wiki/중단하다,https://www.wordreference.com/koen/중단하다,https://www.wordreference.com/koen/중단하다,,,,
3838,4555,C,중대하다,jungdaehada,형,adjective,重大-,"importance,gravity",https://en.wiktionary.org/wiki/중대하다,https://en.wiktionary.org/wiki/중대하다,https://www.wordreference.com/koen/중대하다,https://www.wordreference.com/koen/중대하다,,,,
3839,4556,C,중심지,jungsimji,명,noun,中心地,A central place,https://en.wiktionary.org/wiki/중심지,https://en.wiktionary.org/wiki/중심지,https://www.wordreference.com/koen/중심지,https://www.wordreference.com/koen/중심지,,,,
3840,4560,C,집중적,jipjungjeok,명,noun,集中的,Related to the concentration,https://en.wiktionary.org/wiki/집중적,https://en.wiktionary.org/wiki/집중적,https://www.wordreference.com/koen/집중적,https://www.wordreference.com/koen/집중적,,,,
3841,4562,C,참되다,chamdoeda,형,adjective,,"To be true, honest, faithful",https://en.wiktionary.org/wiki/참되다,https://en.wiktionary.org/wiki/참되다,https://www.wordreference.com/koen/참되다,https://www.wordreference.com/koen/참되다,,,,
3842,4563,C,초청,chocheong,명,noun,招請,An invitation,https://en.wiktionary.org/wiki/초청,https://en.wiktionary.org/wiki/초청,https://www.wordreference.com/koen/초청,https://www.wordreference.com/koen/초청,,,,
3843,4564,C,출판사,chulpansa,명,noun,出版社,A publishing company,https://en.wiktionary.org/wiki/출판사,https://en.wiktionary.org/wiki/출판사,https://www.wordreference.com/koen/출판사,https://www.wordreference.com/koen/출판사,,,,
3844,4566,C,탁자,takja,명,noun,卓子,"A table, desk",https://en.wiktionary.org/wiki/탁자,https://en.wiktionary.org/wiki/탁자,https://www.wordreference.com/koen/탁자,https://www.wordreference.com/koen/탁자,,,,
3845,4567,B,토끼,tokki,명,noun,,A rabbit,https://en.wiktionary.org/wiki/토끼,https://en.wiktionary.org/wiki/토끼,https://www.wordreference.com/koen/토끼,https://www.wordreference.com/koen/토끼,,,,
3846,4570,C,퍽,peok,부,adverb,~궁금하다,"Very, very much",https://en.wiktionary.org/wiki/퍽,https://en.wiktionary.org/wiki/퍽,https://www.wordreference.com/koen/퍽,https://www.wordreference.com/koen/퍽,,,,
3847,4571,C,풍속,pungsok,명,noun,風俗,"Manners, customs, morals",https://en.wiktionary.org/wiki/풍속,https://en.wiktionary.org/wiki/풍속,https://www.wordreference.com/koen/풍속,https://www.wordreference.com/koen/풍속,,,,
3848,4572,A,피아노,piano,명,noun,piano,Pian,https://en.wiktionary.org/wiki/피아노,https://en.wiktionary.org/wiki/피아노,https://www.wordreference.com/koen/피아노,https://www.wordreference.com/koen/피아노,,,,
